LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Leeds,E08000035,Leeds,4,2,1,1,2,3,3,4,2,3,774060,25,Leeds,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leeds&r1d1=d14&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d52&r1d6=d63&r1d7=d73&r1d8=d84&r1d9=d92&r1d10=d103&r1d11=d14",101,46,97,130,141,115,72,79,61,96,85
Wakefield,E08000036,Wakefield,2,1,2,3,2,3,4,3,3,3,333759,26,Wakefield,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wakefield&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d43&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d93&r1d10=d103&r1d11=d12",94,94,132,119,91,95,81,52,69,80,80
Derby,E06000015,Derby,1,2,2,1,1,2,2,2,2,3,254251,18,Derby,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Derby&r1d1=d11&r1d2=d22&r1d3=d32&r1d4=d41&r1d5=d51&r1d6=d62&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d103&r1d11=d11",135,137,105,121,132,131,93,104,120,120,64
Leicester,E06000016,Leicester,5,2,2,1,3,5,1,1,1,5,342627,26,Leicester,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leicester&r1d1=d15&r1d2=d22&r1d3=d32&r1d4=d41&r1d5=d53&r1d6=d65&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d105&r1d11=d15",94,19,115,100,140,84,28,136,132,149,17
Nottingham,E06000018,Nottingham,4,2,1,1,3,3,1,1,1,5,318901,22,Nottingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Nottingham&r1d1=d14&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d53&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d105&r1d11=d14",118,34,122,147,143,88,91,129,139,135,12
Rutland,E06000017,Rutland,3,5,5,5,3,2,5,5,5,5,38046,43,Rutland,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Rutland&r1d1=d13&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d53&r1d6=d62&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d13",12,80,26,1,16,76,122,2,23,2,7
Derbyshire,E10000007,Derbyshire,3,3,5,3,3,1,4,5,3,5,782365,35,Derbyshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Derbyshire&r1d1=d13&r1d2=d23&r1d3=d35&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d85&r1d9=d93&r1d10=d105&r1d11=d13",46,77,81,12,66,74,148,42,5,62,29
Leicestershire,E10000018,Leicestershire,3,4,5,4,4,1,5,5,5,5,675309,41,Leicestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leicestershire&r1d1=d13&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d13",22,87,53,3,40,36,134,13,7,14,9
Lincolnshire,E10000019,Lincolnshire,3,2,4,3,3,1,4,5,3,4,736665,32,Lincolnshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lincolnshire&r1d1=d13&r1d2=d22&r1d3=d34&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d85&r1d9=d93&r1d10=d104&r1d11=d13",57,62,93,53,64,70,141,38,17,75,55
Northamptonshire,E10000021,Northamptonshire,3,3,3,2,2,1,4,4,4,4,723026,30,Northamptonshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Northamptonshire&r1d1=d13&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d13",68,81,78,79,115,98,133,34,58,60,43
Nottinghamshire,E10000024,Nottinghamshire,4,3,4,5,2,1,4,5,4,5,805848,37,Nottinghamshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Nottinghamshire&r1d1=d14&r1d2=d23&r1d3=d34&r1d4=d45&r1d5=d52&r1d6=d61&r1d7=d74&r1d8=d85&r1d9=d94&r1d10=d105&r1d11=d14",32,57,86,46,24,110,146,43,3,44,23
"Herefordshire, County of",E06000019,"Herefordshire, County of",5,3,3,2,5,2,5,4,3,4,188099,36,Herefordshire_County_of,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Herefordshire_County_of&r1d1=d15&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d55&r1d6=d62&r1d7=d75&r1d8=d84&r1d9=d93&r1d10=d104&r1d11=d15",39,10,71,81,94,6,97,17,44,65,33
Shropshire,E06000051,Shropshire,2,4,4,3,5,5,5,5,5,2,311380,40,Shropshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Shropshire&r1d1=d12&r1d2=d24&r1d3=d34&r1d4=d43&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d102&r1d11=d12",25,93,61,36,79,9,12,28,13,13,103
Stoke-on-Trent,E06000021,Stoke-on-Trent,1,1,1,2,2,3,2,1,2,3,251648,18,Stoke-on-Trent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Stoke-on-Trent&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d72&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d11",135,128,145,148,117,121,86,96,133,107,65
Telford and Wrekin,E06000020,Telford and Wrekin,4,2,1,1,4,5,2,3,2,4,171159,28,Telford_and_Wrekin,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Telford_and_Wrekin&r1d1=d14&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d104&r1d11=d14",83,40,117,143,150,52,27,93,83,103,46
Staffordshire,E10000028,Staffordshire,3,3,4,3,3,1,5,5,4,4,862562,35,Staffordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Staffordshire&r1d1=d13&r1d2=d23&r1d3=d34&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d94&r1d10=d104&r1d11=d13",46,78,76,35,80,73,139,27,27,43,39
Warwickshire,E10000031,Warwickshire,4,4,4,3,3,1,4,4,4,5,554002,36,Warwickshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Warwickshire&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d14",39,54,36,45,62,80,145,32,35,31,25
Birmingham,E08000025,Birmingham,1,1,2,1,3,2,1,2,1,1,1111307,15,Birmingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Birmingham&r1d1=d11&r1d2=d21&r1d3=d32&r1d4=d41&r1d5=d53&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d11",149,142,126,114,128,77,112,139,122,143,146
Coventry,E08000026,Coventry,2,2,3,2,2,2,2,2,2,2,345385,21,Coventry,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Coventry&r1d1=d12&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d52&r1d6=d62&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d12",128,120,103,73,113,118,98,115,97,99,122
Dudley,E08000027,Dudley,3,2,4,2,2,4,3,2,2,1,316464,25,Dudley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dudley&r1d1=d13&r1d2=d22&r1d3=d34&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d73&r1d8=d82&r1d9=d92&r1d10=d101&r1d11=d13",101,67,121,49,100,111,49,81,111,117,144
Sandwell,E08000028,Sandwell,5,1,2,2,3,4,1,1,1,1,319455,21,Sandwell,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Sandwell&r1d1=d15&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d53&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d15",128,20,146,94,97,82,40,128,124,142,149
Solihull,E08000029,Solihull,4,3,4,4,1,3,5,4,4,1,210445,33,Solihull,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Solihull&r1d1=d14&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d51&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d101&r1d11=d14",53,44,72,33,61,128,68,26,31,47,124
Walsall,E08000030,Walsall,4,1,3,3,2,4,2,3,1,1,276095,24,Walsall,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Walsall&r1d1=d14&r1d2=d21&r1d3=d33&r1d4=d43&r1d5=d52&r1d6=d64&r1d7=d72&r1d8=d83&r1d9=d91&r1d10=d101&r1d11=d14",111,42,139,65,88,120,31,119,90,148,148
Wolverhampton,E08000031,Wolverhampton,1,1,1,3,2,4,2,1,1,1,254406,17,Wolverhampton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wolverhampton&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d43&r1d5=d52&r1d6=d64&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",144,145,144,126,69,109,45,122,152,138,151
Worcestershire,E10000034,Worcestershire,2,3,3,4,4,1,5,4,4,4,578593,34,Worcestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Worcestershire&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d12",49,98,64,91,43,59,144,30,33,50,47
Bedford,E06000055,Bedford,2,3,3,1,1,3,4,2,5,5,166252,29,Bedford,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bedford&r1d1=d12&r1d2=d23&r1d3=d33&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d74&r1d8=d82&r1d9=d95&r1d10=d105&r1d11=d12",73,112,69,63,136,133,74,60,105,25,19
Central Bedfordshire,E06000056,Central Bedfordshire,4,4,5,4,4,4,5,4,4,5,274022,43,Central_Bedfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Central_Bedfordshire&r1d1=d14&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d54&r1d6=d64&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d14",12,36,35,26,49,39,39,29,54,38,18
Luton,E06000032,Luton,5,3,3,2,1,3,2,3,1,4,214710,27,Luton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Luton&r1d1=d15&r1d2=d23&r1d3=d33&r1d4=d42&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d83&r1d9=d91&r1d10=d104&r1d11=d15",84,5,88,66,118,139,65,109,75,140,42
Peterborough,E06000031,Peterborough,1,2,1,1,3,4,3,3,3,3,193980,24,Peterborough,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Peterborough&r1d1=d11&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d53&r1d6=d64&r1d7=d73&r1d8=d83&r1d9=d93&r1d10=d103&r1d11=d11",111,151,110,136,139,78,34,78,81,86,76
Southend-on-Sea,E06000033,Southend-on-Sea,5,2,3,4,1,5,2,3,3,2,178702,30,Southend-on-Sea,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southend-on-Sea&r1d1=d15&r1d2=d22&r1d3=d33&r1d4=d44&r1d5=d51&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d93&r1d10=d102&r1d11=d15",68,14,111,82,55,151,11,98,62,76,98
Thurrock,E06000034,Thurrock,1,2,3,2,1,3,3,3,2,2,165184,22,Thurrock,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Thurrock&r1d1=d11&r1d2=d22&r1d3=d33&r1d4=d42&r1d5=d51&r1d6=d63&r1d7=d73&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d11",118,123,94,69,112,126,78,76,85,106,92
Cambridgeshire,E10000003,Cambridgeshire,2,5,5,4,4,1,5,3,4,4,647238,37,Cambridgeshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cambridgeshire&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d83&r1d9=d94&r1d10=d104&r1d11=d12",32,102,28,15,44,41,123,21,86,32,52
Essex,E10000012,Essex,3,3,4,3,2,1,4,4,4,4,1443151,32,Essex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Essex&r1d1=d13&r1d2=d23&r1d3=d34&r1d4=d43&r1d5=d52&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d13",57,91,77,50,78,96,128,56,38,52,56
Hertfordshire,E10000015,Hertfordshire,4,4,4,4,4,1,4,4,4,4,1166339,37,Hertfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hertfordshire&r1d1=d14&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d14",32,41,31,41,33,60,129,47,36,41,61
Norfolk,E10000020,Norfolk,3,2,4,2,5,1,4,4,3,4,884978,32,Norfolk,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Norfolk&r1d1=d13&r1d2=d22&r1d3=d34&r1d4=d42&r1d5=d55&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d93&r1d10=d104&r1d11=d13",57,76,92,56,98,19,142,44,40,64,50
Suffolk,E10000029,Suffolk,3,3,5,1,4,1,4,4,4,4,741895,33,Suffolk,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Suffolk&r1d1=d13&r1d2=d23&r1d3=d35&r1d4=d41&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d13",53,89,82,7,130,38,127,35,47,36,32
Camden,E09000007,Camden,5,5,2,3,2,2,1,1,5,1,241059,27,Camden,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Camden&r1d1=d15&r1d2=d25&r1d3=d32&r1d4=d43&r1d5=d52&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d95&r1d10=d101&r1d11=d15",84,21,8,105,65,92,113,141,145,3,125
City of London,E09000001,City of London,2,5,1,5,5,1,4,2,5,3,8760,33,City_of_London,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=City_of_London&r1d1=d12&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d61&r1d7=d74&r1d8=d82&r1d9=d95&r1d10=d103&r1d11=d12",53,100,1,152,1,26,152,31,113,17,77
Hackney,E09000012,Hackney,1,4,2,5,5,2,1,1,1,1,269009,23,Hackney,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hackney&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",114,147,48,95,10,3,95,151,148,141,143
Hammersmith and Fulham,E09000013,Hammersmith and Fulham,2,5,2,5,4,2,1,3,3,2,179410,29,Hammersmith_and_Fulham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hammersmith_and_Fulham&r1d1=d12&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d62&r1d7=d71&r1d8=d83&r1d9=d93&r1d10=d102&r1d11=d12",73,103,6,117,11,40,116,144,67,72,114
Haringey,E09000014,Haringey,1,4,2,4,5,4,1,1,3,2,272864,27,Haringey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Haringey&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d55&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d93&r1d10=d102&r1d11=d11",84,148,51,109,47,29,33,146,150,89,117
Islington,E09000019,Islington,5,5,1,5,5,3,1,1,3,1,227692,30,Islington,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Islington&r1d1=d15&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d93&r1d10=d101&r1d11=d15",68,1,14,125,19,7,85,150,151,84,131
Kensington and Chelsea,E09000020,Kensington and Chelsea,1,5,4,5,2,2,1,5,5,1,157711,31,Kensington_and_Chelsea,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kensington_and_Chelsea&r1d1=d11&r1d2=d25&r1d3=d34&r1d4=d45&r1d5=d52&r1d6=d62&r1d7=d71&r1d8=d85&r1d9=d95&r1d10=d101&r1d11=d11",63,143,5,52,9,122,119,124,29,1,137
Lambeth,E09000022,Lambeth,2,5,1,5,5,3,1,1,3,1,324431,27,Lambeth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lambeth&r1d1=d12&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d93&r1d10=d101&r1d11=d12",84,109,12,132,14,1,84,142,144,87,134
Lewisham,E09000023,Lewisham,1,4,1,4,4,2,1,1,2,1,297325,21,Lewisham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lewisham&r1d1=d11&r1d2=d24&r1d3=d31&r1d4=d44&r1d5=d54&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d11",128,132,44,131,56,37,114,138,146,98,152
Newham,E09000025,Newham,1,4,3,4,4,2,1,5,1,1,332817,26,Newham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Newham&r1d1=d11&r1d2=d24&r1d3=d33&r1d4=d44&r1d5=d54&r1d6=d62&r1d7=d71&r1d8=d85&r1d9=d91&r1d10=d101&r1d11=d11",94,152,47,78,39,55,117,149,28,146,138
Southwark,E09000028,Southwark,1,5,2,5,3,4,1,1,2,1,308901,25,Southwark,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southwark&r1d1=d11&r1d2=d25&r1d3=d32&r1d4=d45&r1d5=d53&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d11",101,150,23,120,13,67,47,147,126,113,123
Tower Hamlets,E09000030,Tower Hamlets,3,4,2,4,5,2,1,2,2,2,295236,27,Tower_Hamlets,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Tower_Hamlets&r1d1=d13&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d13",84,64,37,115,36,22,107,152,92,122,100
Wandsworth,E09000032,Wandsworth,5,5,4,5,5,2,1,2,3,2,314544,34,Wandsworth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wandsworth&r1d1=d15&r1d2=d25&r1d3=d34&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d93&r1d10=d102&r1d11=d15",49,26,4,32,22,21,110,137,103,82,109
