LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Stoke PUA,PUA0STOK,"Stoke, United Kingdom",1,1,1,2,2,2,3,1,3,3,378693,19,Stoke_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Stoke_PUA&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d62&r1d7=d73&r1d8=d81&r1d9=d93&r1d10=d103&r1d11=d11",57,52,55,57,41,44,49,29,53,34,30
Sunderland PUA,PUA0SUND,"Sunderland, United Kingdom",4,1,1,2,2,1,1,3,2,1,277150,18,Sunderland_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Sunderland_PUA&r1d1=d14&r1d2=d21&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d61&r1d7=d71&r1d8=d83&r1d9=d92&r1d10=d101&r1d11=d14",60,22,62,58,50,49,59,52,35,45,63
Swindon PUA,PUA0SWIN,"Swindon, United Kingdom",4,4,1,3,3,3,5,4,5,3,217160,35,Swindon_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Swindon_PUA&r1d1=d14&r1d2=d24&r1d3=d31&r1d4=d43&r1d5=d53&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d103&r1d11=d14",14,24,23,59,37,28,36,10,16,9,37
Telford PUA,PUA0TELF,"Telford, United Kingdom",5,2,1,1,4,3,2,3,2,4,171159,27,Telford_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Telford_PUA&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d54&r1d6=d63&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d104&r1d11=d15",40,12,47,61,63,14,27,45,31,41,16
Wakefield PUA,PUA0WAKE,"Wakefield, United Kingdom",2,1,2,3,3,1,4,4,3,3,333759,26,Wakefield_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wakefield_PUA&r1d1=d12&r1d2=d21&r1d3=d32&r1d4=d43&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d93&r1d10=d103&r1d11=d12",42,39,52,49,31,35,54,15,22,30,36
Warrington PUA,PUA0WARR,"Warrington, United Kingdom",3,5,5,5,1,3,5,4,5,2,207695,38,Warrington_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Warrington_PUA&r1d1=d13&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d51&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d102&r1d11=d13",9,38,11,2,4,61,26,1,21,7,47
Wigan PUA,PUA0WIGA,"Wigan, United Kingdom",3,2,4,3,1,4,3,5,1,1,322022,27,Wigan_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wigan_PUA&r1d1=d13&r1d2=d22&r1d3=d34&r1d4=d43&r1d5=d51&r1d6=d64&r1d7=d73&r1d8=d85&r1d9=d91&r1d10=d101&r1d11=d13",40,26,43,15,26,62,24,28,5,54,58
Worthing PUA,PUA0WORT,"Worthing, United Kingdom",2,4,5,3,4,4,5,1,4,2,107736,34,Worthing_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Worthing_PUA&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d43&r1d5=d54&r1d6=d64&r1d7=d75&r1d8=d81&r1d9=d94&r1d10=d102&r1d11=d12",19,41,24,7,30,19,25,5,61,16,41
York PUA,PUA0YORK,"York, United Kingdom",5,4,4,3,5,4,5,5,4,5,206856,44,York_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=York_PUA&r1d1=d15&r1d2=d24&r1d3=d34&r1d4=d43&r1d5=d55&r1d6=d64&r1d7=d75&r1d8=d85&r1d9=d94&r1d10=d105&r1d11=d15",3,5,14,14,27,5,13,9,7,13,2
Aberdeen PUA,PUA0ABER,"Aberdeen, United Kingdom",3,4,4,4,3,1,3,3,4,3,230350,32,Aberdeen_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Aberdeen_PUA&r1d1=d13&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d61&r1d7=d73&r1d8=d83&r1d9=d94&r1d10=d103&r1d11=d13",25,35,13,22,16,29,55,31,32,23,27
Belfast PUA,PUA0BELF,"Belfast, United Kingdom",3,4,4,4,4,1,3,1,4,3,479112,31,Belfast_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Belfast_PUA&r1d1=d13&r1d2=d24&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d73&r1d8=d81&r1d9=d94&r1d10=d103&r1d11=d13",28,35,15,20,21,22,61,33,55,23,27
Cardiff PUA,PUA0CARD,"Cardiff, United Kingdom",3,4,3,4,4,4,3,3,4,3,357160,35,Cardiff_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cardiff_PUA&r1d1=d13&r1d2=d24&r1d3=d33&r1d4=d44&r1d5=d54&r1d6=d64&r1d7=d73&r1d8=d83&r1d9=d94&r1d10=d103&r1d11=d13",14,35,22,37,21,23,20,35,33,23,27
Dundee PUA,PUA0DUND,"Dundee, United Kingdom",3,1,4,4,3,3,4,1,4,3,148210,30,Dundee_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dundee_PUA&r1d1=d13&r1d2=d21&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d63&r1d7=d74&r1d8=d81&r1d9=d94&r1d10=d103&r1d11=d13",34,35,56,20,21,31,38,14,62,23,27
Edinburgh PUA,PUA0EDIN,"Edinburgh, United Kingdom",3,5,4,4,4,3,3,3,4,3,498810,36,Edinburgh_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Edinburgh_PUA&r1d1=d13&r1d2=d25&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d63&r1d7=d73&r1d8=d83&r1d9=d94&r1d10=d103&r1d11=d13",12,35,6,20,16,25,34,34,29,23,27
Glasgow PUA,PUA0GLAS,"Glasgow, United Kingdom",3,3,4,4,3,3,3,2,4,3,980800,32,Glasgow_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Glasgow_PUA&r1d1=d13&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d63&r1d7=d73&r1d8=d82&r1d9=d94&r1d10=d103&r1d11=d13",25,35,35,22,22,30,33,30,42,24,27
Newport PUA,PUA0NEWP,"Newport, United Kingdom",3,2,2,4,4,1,4,1,4,4,239605,29,Newport_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Newport_PUA&r1d1=d13&r1d2=d22&r1d3=d32&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d81&r1d9=d94&r1d10=d104&r1d11=d13",37,35,50,42,21,24,56,23,52,17,20
Swansea PUA,PUASWAN,"Swansea, United Kingdom",3,1,5,4,3,1,4,4,4,3,383374,32,Swansea_PUA,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Swansea_PUA&r1d1=d13&r1d2=d21&r1d3=d35&r1d4=d44&r1d5=d53&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d103&r1d11=d13",25,35,58,10,21,26,62,21,20,23,27
