Area Name,Area ID,185,14006,26,9150,97,37,42,123,476,468,9636,6014,6080,95,96,3155,3156,10287,46,51,53,3475,15369,3911,17655,9092,9097,9102,13669,3908,10269,3361,10397,200
Clackmannanshire,S12000005,48%,33%,35%,45%,65%,50%,3%,29%,31%,32%,29%,42%,40%,4%,7%,37%,34%,49%,42%,18%,6%,50%,30%,30%,21%,43%,15%,25%,35%,40%,41%,29%,43%,30%
Dumfries and Galloway,S12000006,48%,33%,35%,45%,34%,61%,0%,29%,31%,32%,29%,42%,40%,20%,15%,47%,23%,49%,42%,6%,98%,13%,33%,30%,21%,78%,90%,81%,35%,40%,41%,29%,43%,30%
East Ayrshire,S12000008,48%,33%,35%,45%,40%,57%,4%,29%,31%,32%,29%,42%,40%,1%,2%,4%,9%,49%,42%,18%,86%,66%,27%,30%,21%,45%,42%,39%,35%,40%,41%,29%,43%,30%
East Lothian,S12000010,48%,33%,35%,45%,73%,76%,2%,29%,31%,32%,29%,42%,40%,44%,42%,54%,64%,49%,42%,18%,7%,53%,73%,30%,21%,80%,68%,70%,35%,40%,41%,29%,43%,30%
East Renfrewshire,S12000011,48%,33%,35%,45%,65%,96%,14%,29%,31%,32%,29%,42%,40%,48%,69%,98%,86%,49%,42%,11%,68%,100%,95%,30%,21%,78%,80%,75%,35%,40%,41%,29%,43%,30%
Eilean Siar,S12000013,48%,33%,35%,45%,65%,67%,3%,29%,31%,32%,29%,42%,40%,31%,44%,98%,87%,49%,42%,0%,1%,72%,78%,30%,21%,98%,98%,96%,35%,40%,41%,29%,43%,30%
Falkirk,S12000014,48%,33%,35%,45%,97%,65%,4%,29%,31%,32%,29%,42%,40%,6%,5%,16%,10%,49%,42%,33%,2%,45%,45%,30%,21%,48%,35%,34%,35%,40%,41%,29%,43%,30%
Highland,S12000017,48%,33%,35%,45%,85%,70%,10%,29%,31%,32%,29%,42%,40%,14%,22%,66%,64%,49%,42%,6%,100%,58%,52%,30%,21%,91%,93%,89%,35%,40%,41%,29%,43%,30%
Inverclyde,S12000018,48%,33%,35%,45%,47%,59%,1%,29%,31%,32%,29%,42%,40%,1%,0%,0%,10%,49%,42%,33%,66%,60%,64%,30%,21%,30%,39%,52%,35%,40%,41%,29%,43%,30%
Midlothian,S12000019,48%,33%,35%,45%,100%,84%,6%,29%,31%,32%,29%,42%,40%,13%,11%,8%,45%,49%,42%,33%,60%,50%,65%,30%,21%,45%,75%,43%,35%,40%,41%,29%,43%,30%
Moray,S12000020,48%,33%,35%,45%,49%,76%,1%,29%,31%,32%,29%,42%,40%,37%,20%,28%,30%,49%,42%,11%,44%,25%,46%,30%,21%,70%,72%,59%,35%,40%,41%,29%,43%,30%
North Ayrshire,S12000021,48%,33%,35%,45%,36%,37%,1%,29%,31%,32%,29%,42%,40%,2%,3%,4%,0%,49%,42%,18%,22%,70%,24%,30%,21%,4%,28%,17%,35%,40%,41%,29%,43%,30%
Orkney Islands,S12000023,48%,33%,35%,45%,1%,50%,0%,29%,31%,32%,29%,42%,40%,62%,55%,100%,100%,49%,42%,11%,6%,10%,69%,30%,21%,100%,100%,100%,35%,40%,41%,29%,43%,30%
Scottish Borders,S12000026,48%,33%,35%,45%,11%,71%,6%,29%,31%,32%,29%,42%,40%,31%,24%,59%,64%,49%,42%,3%,71%,20%,54%,30%,21%,82%,68%,86%,35%,40%,41%,29%,43%,30%
Shetland Islands,S12000027,48%,33%,35%,45%,65%,78%,11%,29%,31%,32%,29%,42%,40%,75%,48%,53%,30%,49%,42%,18%,1%,73%,64%,30%,21%,84%,90%,66%,35%,40%,41%,29%,43%,30%
South Ayrshire,S12000028,48%,33%,35%,45%,15%,82%,19%,29%,31%,32%,29%,42%,40%,8%,10%,30%,45%,49%,42%,11%,90%,75%,47%,30%,21%,55%,50%,63%,35%,40%,41%,29%,43%,30%
South Lanarkshire,S12000029,48%,33%,35%,45%,93%,46%,17%,29%,31%,32%,29%,42%,40%,6%,5%,12%,34%,49%,42%,18%,52%,73%,53%,30%,21%,10%,24%,8%,35%,40%,41%,29%,43%,30%
Stirling,S12000030,48%,33%,35%,45%,47%,88%,32%,29%,31%,32%,29%,42%,40%,16%,22%,52%,59%,49%,42%,18%,36%,77%,69%,30%,21%,50%,39%,47%,35%,40%,41%,29%,43%,30%
Aberdeen,S12000033,48%,33%,35%,45%,49%,87%,31%,29%,31%,32%,29%,42%,40%,9%,13%,8%,23%,49%,42%,33%,40%,42%,68%,30%,21%,15%,14%,19%,35%,40%,41%,29%,43%,30%
Aberdeenshire,S12000034,48%,33%,35%,45%,38%,79%,18%,29%,31%,32%,29%,42%,40%,37%,29%,87%,68%,49%,42%,3%,36%,68%,91%,30%,21%,55%,45%,59%,35%,40%,41%,29%,43%,30%
Argyll and Bute,S12000035,48%,33%,35%,45%,65%,82%,2%,29%,31%,32%,29%,42%,40%,20%,17%,52%,59%,49%,42%,6%,100%,8%,62%,30%,21%,91%,82%,88%,35%,40%,41%,29%,43%,30%
Edinburgh,S12000036,48%,33%,35%,45%,81%,99%,42%,29%,31%,32%,29%,42%,40%,24%,29%,59%,84%,49%,42%,61%,68%,72%,82%,30%,21%,61%,45%,31%,35%,40%,41%,29%,43%,30%
Renfrewshire,S12000038,48%,33%,35%,45%,85%,82%,12%,29%,31%,32%,29%,42%,40%,3%,5%,15%,25%,49%,42%,33%,52%,78%,54%,30%,21%,7%,3%,11%,35%,40%,41%,29%,43%,30%
West Dunbartonshire,S12000039,48%,33%,35%,45%,85%,31%,6%,29%,31%,32%,29%,42%,40%,0%,0%,7%,7%,49%,42%,61%,68%,56%,30%,30%,21%,20%,53%,29%,35%,40%,41%,29%,43%,30%
West Lothian,S12000040,48%,33%,35%,45%,81%,64%,16%,29%,31%,32%,29%,42%,40%,14%,5%,19%,22%,49%,42%,33%,38%,51%,51%,30%,21%,8%,3%,5%,35%,40%,41%,29%,43%,30%
Angus,S12000041,48%,33%,35%,45%,90%,75%,5%,29%,31%,32%,29%,42%,40%,30%,27%,35%,30%,49%,42%,11%,40%,47%,50%,30%,21%,22%,18%,39%,35%,40%,41%,29%,43%,30%
Dundee,S12000042,48%,33%,35%,45%,23%,86%,15%,29%,31%,32%,29%,42%,40%,0%,1%,2%,6%,49%,42%,61%,57%,20%,35%,30%,21%,13%,11%,17%,35%,40%,41%,29%,43%,30%
East Dunbartonshire,S12000045,48%,33%,35%,45%,47%,92%,7%,29%,31%,32%,29%,42%,40%,64%,53%,83%,80%,49%,42%,11%,77%,91%,97%,30%,21%,64%,73%,47%,35%,40%,41%,29%,43%,30%
Fife,S12000047,48%,33%,35%,45%,19%,83%,4%,29%,31%,32%,29%,42%,40%,11%,14%,6%,9%,49%,42%,18%,11%,53%,37%,30%,21%,33%,39%,53%,35%,40%,41%,29%,43%,30%
Perth and Kinross,S12000048,48%,33%,35%,45%,99%,77%,7%,29%,31%,32%,29%,42%,40%,39%,42%,87%,28%,49%,42%,6%,52%,46%,62%,30%,21%,64%,73%,70%,35%,40%,41%,29%,43%,30%
Glasgow,S12000049,48%,33%,35%,45%,65%,86%,48%,29%,31%,32%,29%,42%,40%,0%,0%,2%,4%,49%,42%,91%,74%,64%,14%,30%,21%,15%,2%,4%,35%,40%,41%,29%,43%,30%
North Lanarkshire,S12000050,48%,33%,35%,45%,76%,42%,9%,29%,31%,32%,29%,42%,40%,1%,1%,3%,1%,49%,42%,33%,36%,57%,30%,30%,21%,55%,61%,36%,35%,40%,41%,29%,43%,30%
Scotland,S92000003,48%,33%,35%,45%,65%,80%,15%,29%,31%,32%,29%,42%,40%,8%,9%,17%,25%,49%,42%,18%,40%,63%,48%,30%,21%,42%,35%,32%,35%,40%,41%,29%,43%,30%
Isle of Anglesey,W06000001,48%,33%,35%,77%,33%,39%,5%,0%,62%,46%,29%,42%,40%,44%,42%,59%,39%,49%,42%,3%,44%,26%,6%,30%,21%,58%,72%,77%,35%,40%,41%,29%,43%,30%
Gwynedd,W06000002,48%,33%,35%,74%,73%,51%,1%,15%,51%,28%,29%,42%,40%,48%,46%,72%,90%,49%,42%,11%,66%,1%,9%,30%,21%,58%,50%,75%,35%,40%,41%,29%,43%,30%
Conwy,W06000003,48%,33%,35%,76%,68%,63%,20%,67%,13%,14%,29%,42%,40%,28%,46%,52%,72%,49%,42%,18%,63%,23%,9%,30%,21%,61%,42%,70%,35%,40%,41%,29%,43%,30%
Denbighshire,W06000004,48%,33%,35%,81%,65%,52%,26%,8%,5%,13%,29%,42%,40%,26%,10%,51%,68%,49%,42%,11%,66%,10%,10%,30%,21%,87%,87%,82%,35%,40%,41%,29%,43%,30%
Flintshire,W06000005,48%,33%,35%,87%,100%,33%,62%,44%,60%,27%,29%,42%,40%,42%,25%,59%,51%,49%,42%,18%,6%,45%,24%,30%,21%,29%,22%,23%,35%,40%,41%,29%,43%,30%
Wrexham,W06000006,48%,33%,35%,86%,33%,30%,17%,67%,12%,9%,29%,42%,40%,26%,13%,54%,36%,49%,42%,33%,22%,16%,14%,30%,21%,12%,12%,12%,35%,40%,41%,29%,43%,30%
Ceredigion,W06000008,48%,33%,35%,67%,76%,81%,4%,15%,50%,47%,29%,42%,40%,37%,59%,40%,56%,49%,42%,2%,52%,17%,8%,30%,21%,26%,33%,21%,35%,40%,41%,29%,43%,30%
Pembrokeshire,W06000009,48%,33%,35%,79%,34%,39%,35%,20%,61%,24%,29%,42%,40%,48%,46%,30%,68%,49%,42%,6%,44%,38%,6%,30%,21%,55%,53%,73%,35%,40%,41%,29%,43%,30%
Carmarthenshire,W06000010,48%,33%,35%,92%,65%,25%,31%,12%,69%,44%,29%,42%,40%,28%,27%,13%,25%,49%,42%,6%,52%,41%,9%,30%,21%,76%,68%,74%,35%,40%,41%,29%,43%,30%
Swansea,W06000011,48%,33%,35%,86%,14%,45%,44%,78%,47%,48%,29%,42%,40%,14%,20%,31%,16%,49%,42%,33%,63%,26%,16%,30%,21%,22%,28%,9%,35%,40%,41%,29%,43%,30%
Neath Port Talbot,W06000012,48%,33%,35%,99%,71%,7%,8%,24%,49%,58%,29%,42%,40%,9%,8%,13%,5%,49%,42%,33%,0%,51%,11%,30%,21%,29%,65%,52%,35%,40%,41%,29%,43%,30%
Bridgend,W06000013,48%,33%,35%,88%,95%,40%,28%,50%,50%,72%,29%,42%,40%,10%,11%,15%,6%,49%,42%,33%,29%,41%,14%,30%,21%,73%,53%,75%,35%,40%,41%,29%,43%,30%
The Vale of Glamorgan,W06000014,48%,33%,35%,60%,53%,78%,25%,54%,81%,59%,29%,42%,40%,50%,51%,31%,59%,49%,42%,33%,9%,39%,29%,30%,21%,83%,42%,68%,35%,40%,41%,29%,43%,30%
Cardiff,W06000015,48%,33%,35%,64%,53%,69%,56%,93%,43%,26%,29%,42%,40%,20%,40%,41%,68%,49%,42%,80%,52%,35%,12%,30%,21%,38%,20%,32%,35%,40%,41%,29%,43%,30%
"Rhondda, Cynon, Taff",W06000016,48%,33%,35%,98%,81%,19%,36%,90%,45%,21%,29%,42%,40%,10%,5%,4%,17%,49%,42%,33%,60%,15%,5%,30%,21%,12%,18%,4%,35%,40%,41%,29%,43%,30%
Caerphilly,W06000018,48%,33%,35%,94%,73%,18%,16%,87%,27%,8%,29%,42%,40%,13%,10%,3%,3%,49%,42%,33%,68%,35%,9%,30%,21%,29%,50%,21%,35%,40%,41%,29%,43%,30%
Blaenau Gwent,W06000019,48%,33%,35%,100%,49%,5%,8%,14%,9%,1%,29%,42%,40%,5%,3%,1%,2%,49%,42%,18%,57%,16%,2%,30%,21%,8%,14%,14%,35%,40%,41%,29%,43%,30%
Torfaen,W06000020,48%,33%,35%,85%,25%,5%,9%,3%,28%,6%,29%,42%,40%,23%,13%,16%,1%,49%,42%,61%,52%,6%,10%,30%,21%,33%,32%,31%,35%,40%,41%,29%,43%,30%
Monmouthshire,W06000021,48%,33%,35%,60%,90%,85%,27%,54%,89%,52%,29%,42%,40%,89%,82%,98%,94%,49%,42%,11%,29%,75%,36%,30%,21%,80%,68%,90%,35%,40%,41%,29%,43%,30%
Newport,W06000022,48%,33%,35%,77%,10%,47%,72%,44%,15%,2%,29%,42%,40%,14%,17%,16%,6%,49%,42%,61%,17%,29%,6%,30%,21%,22%,26%,49%,35%,40%,41%,29%,43%,30%
Powys,W06000023,48%,33%,35%,67%,34%,50%,12%,54%,77%,51%,29%,42%,40%,62%,53%,32%,66%,49%,42%,3%,68%,12%,10%,30%,21%,50%,39%,66%,35%,40%,41%,29%,43%,30%
Merthyr Tydfil,W06000024,48%,33%,35%,98%,19%,7%,9%,54%,45%,21%,29%,42%,40%,5%,4%,6%,3%,49%,42%,18%,63%,10%,5%,30%,21%,32%,45%,45%,35%,40%,41%,29%,43%,30%
Wales,W92000004,48%,33%,35%,84%,53%,42%,30%,54%,45%,21%,29%,42%,40%,26%,24%,24%,29%,49%,42%,18%,12%,27%,10%,30%,21%,42%,39%,39%,35%,40%,41%,29%,43%,30%
