LAName,LACode,ONSName,Housing,Economy,Security,Education,Health,Green,Equality,Wellbeing,Services,Governance,Population,Total,WebName,WebURL,Rank,Housing rank,Economy rank,Security rank,Education rank,Health rank,Green rank,Equality rank,Wellbeing rank,Services rank,Governance rank
Leeds,E08000035,Leeds,4,2,1,1,1,3,2,3,2,2,774060,21,Leeds,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leeds&r1d1=d14&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d14",183,46,136,195,206,180,99,139,98,161,150
Wakefield,E08000036,Wakefield,2,1,1,2,2,3,4,3,2,2,333759,22,Wakefield,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wakefield&r1d1=d12&r1d2=d21&r1d3=d31&r1d4=d42&r1d5=d52&r1d6=d63&r1d7=d74&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d12",174,159,188,182,156,160,112,56,108,145,145
Derby,E06000015,Derby,1,2,1,1,1,3,2,1,1,4,254251,17,Derby,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Derby&r1d1=d11&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d81&r1d9=d91&r1d10=d104&r1d11=d11",197,202,144,184,197,196,128,169,177,185,64
Leicester,E06000016,Leicester,5,2,2,1,2,5,1,1,1,5,342627,25,Leicester,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leicester&r1d1=d15&r1d2=d22&r1d3=d32&r1d4=d41&r1d5=d52&r1d6=d65&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d105&r1d11=d15",143,19,160,161,205,143,32,201,192,214,17
Nottingham,E06000018,Nottingham,5,2,1,1,2,3,1,1,1,5,318901,22,Nottingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Nottingham&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d52&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d105&r1d11=d15",174,34,170,212,208,151,127,194,200,200,12
Rutland,E06000017,Rutland,2,5,5,5,3,1,5,4,5,5,38046,40,Rutland,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Rutland&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d53&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d12",27,145,31,1,16,112,186,2,44,2,7
Derbyshire,E10000007,Derbyshire,2,3,5,4,4,1,5,5,4,5,782365,38,Derbyshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Derbyshire&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d94&r1d10=d105&r1d11=d12",32,141,110,16,66,80,213,43,17,62,29
Leicestershire,E10000018,Leicestershire,2,4,5,5,5,1,5,5,5,5,675309,42,Leicestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Leicestershire&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d105&r1d11=d12",19,152,63,4,40,36,198,13,25,14,9
Lincolnshire,E10000019,Lincolnshire,4,3,4,4,4,1,5,5,2,4,736665,36,Lincolnshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lincolnshire&r1d1=d14&r1d2=d23&r1d3=d34&r1d4=d44&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d85&r1d9=d92&r1d10=d104&r1d11=d14",40,61,130,60,64,70,205,39,38,139,55
Northamptonshire,E10000021,Northamptonshire,2,3,2,1,2,1,5,3,4,5,723026,28,Northamptonshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Northamptonshire&r1d1=d12&r1d2=d23&r1d3=d32&r1d4=d41&r1d5=d52&r1d6=d61&r1d7=d75&r1d8=d83&r1d9=d94&r1d10=d105&r1d11=d12",94,147,105,136,180,163,197,34,91,60,43
Nottinghamshire,E10000024,Nottinghamshire,4,3,4,5,1,1,4,5,4,5,805848,36,Nottinghamshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Nottinghamshire&r1d1=d14&r1d2=d23&r1d3=d34&r1d4=d45&r1d5=d51&r1d6=d61&r1d7=d74&r1d8=d85&r1d9=d94&r1d10=d105&r1d11=d14",40,57,119,53,24,175,210,44,14,44,23
"Herefordshire, County of",E06000019,"Herefordshire, County of",5,4,2,2,5,2,5,4,4,5,188099,38,Herefordshire_County_of,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Herefordshire_County_of&r1d1=d15&r1d2=d24&r1d3=d32&r1d4=d42&r1d5=d55&r1d6=d62&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d105&r1d11=d15",32,10,85,140,159,6,132,17,67,65,33
Shropshire,E06000051,Shropshire,2,4,5,2,5,5,5,5,5,2,311380,40,Shropshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Shropshire&r1d1=d12&r1d2=d24&r1d3=d35&r1d4=d42&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d85&r1d9=d95&r1d10=d102&r1d11=d12",27,158,71,42,144,9,13,28,31,13,168
Stoke-on-Trent,E06000021,Stoke-on-Trent,1,1,1,1,1,3,2,1,2,3,251648,16,Stoke-on-Trent,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Stoke-on-Trent&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d81&r1d9=d92&r1d10=d103&r1d11=d11",205,193,206,213,181,186,116,160,193,173,130
Telford and Wrekin,E06000020,Telford and Wrekin,5,2,1,1,4,5,2,3,2,4,171159,29,Telford_and_Wrekin,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Telford_and_Wrekin&r1d1=d15&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d54&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d104&r1d11=d15",83,40,165,208,215,52,29,157,127,168,46
Staffordshire,E10000028,Staffordshire,2,3,5,2,4,1,5,4,5,5,862562,36,Staffordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Staffordshire&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d42&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d12",40,143,103,40,145,74,202,27,48,43,39
Warwickshire,E10000031,Warwickshire,4,5,4,4,3,1,5,4,5,5,554002,40,Warwickshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Warwickshire&r1d1=d14&r1d2=d25&r1d3=d34&r1d4=d44&r1d5=d53&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d14",27,55,42,52,62,129,208,32,58,31,25
Birmingham,E08000025,Birmingham,1,1,1,1,3,2,1,1,1,1,1111307,13,Birmingham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Birmingham&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d41&r1d5=d53&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",215,207,175,177,193,113,166,204,179,208,211
Coventry,E08000026,Coventry,1,2,3,1,1,2,1,2,2,1,345385,16,Coventry,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Coventry&r1d1=d11&r1d2=d22&r1d3=d33&r1d4=d41&r1d5=d51&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d92&r1d10=d101&r1d11=d11",205,185,145,128,178,183,136,180,148,164,187
Dudley,E08000027,Dudley,4,2,4,2,1,4,2,2,1,1,316464,23,Dudley,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Dudley&r1d1=d14&r1d2=d22&r1d3=d34&r1d4=d42&r1d5=d51&r1d6=d64&r1d7=d72&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d14",160,67,172,56,165,176,59,141,165,182,209
Sandwell,E08000028,Sandwell,5,1,2,2,2,4,1,1,1,1,319455,20,Sandwell,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Sandwell&r1d1=d15&r1d2=d21&r1d3=d32&r1d4=d42&r1d5=d52&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d15",190,20,208,152,161,134,44,193,181,207,214
Solihull,E08000029,Solihull,4,4,5,4,1,3,5,4,4,1,210445,35,Solihull,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Solihull&r1d1=d14&r1d2=d24&r1d3=d35&r1d4=d44&r1d5=d51&r1d6=d63&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d101&r1d11=d14",49,45,84,38,61,193,90,26,52,47,189
Walsall,E08000030,Walsall,5,1,4,2,1,5,1,2,1,1,276095,23,Walsall,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Walsall&r1d1=d15&r1d2=d21&r1d3=d34&r1d4=d42&r1d5=d51&r1d6=d65&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d101&r1d11=d15",160,42,198,76,153,185,35,184,138,213,213
Wolverhampton,E08000031,Wolverhampton,1,1,1,4,2,4,1,1,1,1,254406,17,Wolverhampton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wolverhampton&r1d1=d11&r1d2=d21&r1d3=d31&r1d4=d44&r1d5=d52&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",197,210,205,190,69,174,52,187,217,203,216
Worcestershire,E10000034,Worcestershire,2,4,2,5,4,1,5,4,4,4,578593,35,Worcestershire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Worcestershire&r1d1=d12&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d12",49,163,74,150,43,59,209,30,54,50,47
Bedford,E06000055,Bedford,1,4,4,1,1,3,4,2,5,5,166252,30,Bedford,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Bedford&r1d1=d11&r1d2=d24&r1d3=d34&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d74&r1d8=d82&r1d9=d95&r1d10=d105&r1d11=d11",74,178,79,73,201,198,103,78,156,25,19
Central Bedfordshire,E06000056,Central Bedfordshire,5,5,5,4,5,5,5,4,5,5,274022,48,Central_Bedfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Central_Bedfordshire&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d15",2,36,40,31,49,39,43,29,84,38,18
Luton,E06000032,Luton,5,3,4,1,1,3,2,3,1,5,214710,28,Luton,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Luton&r1d1=d15&r1d2=d23&r1d3=d34&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d83&r1d9=d91&r1d10=d105&r1d11=d15",94,5,124,77,183,204,88,174,118,205,42
Peterborough,E06000031,Peterborough,1,2,1,1,3,5,2,3,2,2,193980,22,Peterborough,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Peterborough&r1d1=d11&r1d2=d22&r1d3=d31&r1d4=d41&r1d5=d53&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d11",174,216,156,201,204,125,36,138,125,151,141
Southend-on-Sea,E06000033,Southend-on-Sea,5,2,2,4,1,5,2,3,2,2,178702,28,Southend-on-Sea,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southend-on-Sea&r1d1=d15&r1d2=d22&r1d3=d32&r1d4=d44&r1d5=d51&r1d6=d65&r1d7=d72&r1d8=d83&r1d9=d92&r1d10=d102&r1d11=d15",94,14,157,138,55,216,12,162,100,141,163
Thurrock,E06000034,Thurrock,1,2,4,1,1,3,2,2,2,2,165184,20,Thurrock,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Thurrock&r1d1=d11&r1d2=d22&r1d3=d34&r1d4=d41&r1d5=d51&r1d6=d63&r1d7=d72&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d11",190,188,133,80,177,191,109,136,131,171,157
Cambridgeshire,E10000003,Cambridgeshire,2,5,5,4,5,1,5,2,5,4,647238,38,Cambridgeshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Cambridgeshire&r1d1=d12&r1d2=d25&r1d3=d35&r1d4=d44&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d82&r1d9=d95&r1d10=d104&r1d11=d12",32,167,30,19,44,40,187,21,132,32,52
Essex,E10000012,Essex,2,3,4,2,2,1,4,4,4,4,1443151,30,Essex,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Essex&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d52&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d12",74,156,104,57,143,161,192,66,60,52,56
Hertfordshire,E10000015,Hertfordshire,5,5,4,5,4,1,4,4,5,4,1166339,41,Hertfordshire,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hertfordshire&r1d1=d15&r1d2=d25&r1d3=d34&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d95&r1d10=d104&r1d11=d15",25,41,35,48,33,60,194,50,57,41,61
Norfolk,E10000020,Norfolk,2,3,4,2,5,1,4,4,4,4,884978,33,Norfolk,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Norfolk&r1d1=d12&r1d2=d23&r1d3=d34&r1d4=d42&r1d5=d55&r1d6=d61&r1d7=d74&r1d8=d84&r1d9=d94&r1d10=d104&r1d11=d12",53,142,128,65,163,19,206,45,63,63,50
Suffolk,E10000029,Suffolk,2,3,5,1,5,1,5,4,5,5,741895,36,Suffolk,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Suffolk&r1d1=d12&r1d2=d23&r1d3=d35&r1d4=d41&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d84&r1d9=d95&r1d10=d105&r1d11=d12",40,155,117,8,195,38,191,35,70,36,32
Camden,E09000007,Camden,5,5,2,4,2,2,1,1,5,1,241059,28,Camden,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Camden&r1d1=d15&r1d2=d25&r1d3=d32&r1d4=d44&r1d5=d52&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d95&r1d10=d101&r1d11=d15",94,21,7,166,65,157,165,206,210,3,190
City of London,E09000001,City of London,2,5,1,5,5,1,5,2,5,2,8760,33,City_of_London,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=City_of_London&r1d1=d12&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d61&r1d7=d75&r1d8=d82&r1d9=d95&r1d10=d102&r1d11=d12",53,165,1,217,1,26,217,31,166,17,142
Hackney,E09000012,Hackney,1,4,2,5,5,2,1,1,1,1,269009,23,Hackney,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hackney&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",160,212,50,153,10,3,134,216,213,206,208
Hammersmith and Fulham,E09000013,Hammersmith and Fulham,2,5,1,5,5,2,1,3,2,1,179410,27,Hammersmith_and_Fulham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Hammersmith_and_Fulham&r1d1=d12&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d83&r1d9=d92&r1d10=d101&r1d11=d12",112,168,6,180,11,41,172,209,106,138,179
Haringey,E09000014,Haringey,1,4,2,4,5,5,1,1,2,1,272864,26,Haringey,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Haringey&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d44&r1d5=d55&r1d6=d65&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d11",130,213,56,170,47,29,38,211,215,156,182
Islington,E09000019,Islington,5,5,1,5,5,3,1,1,2,1,227692,29,Islington,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Islington&r1d1=d15&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d15",83,1,12,189,19,7,118,215,216,149,196
Kensington and Chelsea,E09000020,Kensington and Chelsea,1,5,4,5,1,1,1,4,5,1,157711,28,Kensington_and_Chelsea,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Kensington_and_Chelsea&r1d1=d11&r1d2=d25&r1d3=d34&r1d4=d45&r1d5=d51&r1d6=d61&r1d7=d71&r1d8=d84&r1d9=d95&r1d10=d101&r1d11=d11",94,208,5,59,9,187,180,189,50,1,202
Lambeth,E09000022,Lambeth,2,5,1,5,5,3,1,1,2,1,324431,26,Lambeth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lambeth&r1d1=d12&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d63&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d12",130,173,13,197,14,1,117,208,208,152,199
Lewisham,E09000023,Lewisham,1,4,1,4,5,2,1,1,2,1,297325,22,Lewisham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Lewisham&r1d1=d11&r1d2=d24&r1d3=d31&r1d4=d44&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d81&r1d9=d92&r1d10=d101&r1d11=d11",174,197,46,196,56,37,168,203,211,163,217
Newham,E09000025,Newham,1,4,2,5,4,1,1,4,1,1,332817,24,Newham,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Newham&r1d1=d11&r1d2=d24&r1d3=d32&r1d4=d45&r1d5=d54&r1d6=d61&r1d7=d71&r1d8=d84&r1d9=d91&r1d10=d101&r1d11=d11",148,217,55,135,39,55,176,214,49,211,203
Southwark,E09000028,Southwark,1,5,1,5,4,4,1,1,1,1,308901,24,Southwark,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Southwark&r1d1=d11&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d54&r1d6=d64&r1d7=d71&r1d8=d81&r1d9=d91&r1d10=d101&r1d11=d11",148,215,23,183,13,67,58,212,183,178,188
Tower Hamlets,E09000030,Tower Hamlets,4,5,1,5,5,2,1,2,1,2,295236,28,Tower_Hamlets,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Tower_Hamlets&r1d1=d14&r1d2=d25&r1d3=d31&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d91&r1d10=d102&r1d11=d14",94,64,41,179,36,22,155,217,140,187,165
Wandsworth,E09000032,Wandsworth,5,5,5,5,5,2,1,2,2,2,314544,34,Wandsworth,"http://www.sichunlam.com/projects/radar/?&d1=Housing&d2=Economy&d3=Security&d4=Education&d5=Health&d6=Green&d7=Equality&d8=Wellbeing&d9=Services&d10=Civic Engagement&s1=0,110,199&f1=0,110,199&r1=Wandsworth&r1d1=d15&r1d2=d25&r1d3=d35&r1d4=d45&r1d5=d55&r1d6=d62&r1d7=d71&r1d8=d82&r1d9=d92&r1d10=d102&r1d11=d15",52,27,4,37,22,21,160,202,154,147,174
